hk_meter,reading_ts,load_dts,record_source,hashdiff,kwh_value,quality_flag
a474410be9a439272665dca1281b7925,2026-01-01 00:45:00,2026-03-06 02:13:39.706962,SYN,f6295fa6b0eadec583ec36bb413d797b,9.43,OK
5e33cdf859ea46e7088d5834edde5cb3,2026-01-01 00:45:00,2026-03-06 02:13:39.706962,SYN,85262b22bce6fa8e2633f346e8bbb3a3,33.65,OK
05045e28f89c6a6eb450edf3f9ee64c1,2026-01-01 00:45:00,2026-03-06 02:13:39.706962,SYN,100a0c89751169402b370796951aae16,38.83,OK
234a3c842047f76f6fa8803f740c4ece,2026-01-01 00:45:00,2026-03-06 02:13:39.706962,SYN,86eec90c899d6c30258348d4b170a19a,11.87,OK
d4013c0d4277b6c6be6ab5a7bef0f2a6,2026-01-01 00:45:00,2026-03-06 02:13:39.706962,SYN,cbda91266a4561e25e7d5e9d0747e5df,35.48,OK
1d5bfad9334ac3740f59c76bfa4cab71,2026-01-01 00:45:00,2026-03-06 02:13:39.706962,SYN,b944521327ddb06c2e1e263be5284660,39.48,OK
1913f4f46a37fa8b2ada0b716195eb61,2026-01-01 00:45:00,2026-03-06 02:13:39.706962,SYN,a3a6c1668cf9c657ee3e7e81ef3de009,14.48,OK
f4c719f5ac321dd3e5354da9c52c6c58,2026-01-01 01:00:00,2026-03-06 02:13:39.706962,SYN,41b7bf1d36e9fc11eac1fea304909168,32.5,EST
878c944000fcf62ac94155d8ecf881d0,2026-01-01 01:00:00,2026-03-06 02:13:39.706962,SYN,337b474bf96eaa00c9b31da02e6adae2,28.86,OK
88c9101deb8c4ce394ee21e418dd5784,2026-01-01 01:00:00,2026-03-06 02:13:39.706962,SYN,960986013ef93ea3fab8f8f2cdce451f,28.49,OK
50f6c1a2a657054ff8618acbaf68b835,2026-01-01 01:00:00,2026-03-06 02:13:39.706962,SYN,aa035601a643471a861b0603f6e9a016,24.53,OK
0637232e1c0f920620e846292911e1f2,2026-01-01 01:00:00,2026-03-06 02:13:39.706962,SYN,d336c1520c1dd65e28fa136e70bef7c8,18.97,OK
73486626af9fdaa97f1d22f2226ea211,2026-01-01 01:00:00,2026-03-06 02:13:39.706962,SYN,f3016ac804278a0c72f40c32916e2d4e,37.17,OK
ee940e0d1843442cc524cf9255e5112d,2026-01-01 01:00:00,2026-03-06 02:13:39.706962,SYN,df584826e2918361a4dcb93b5ceb2f52,30.75,OK
b95733e002b76f779e1ba5968f294a27,2026-01-01 01:00:00,2026-03-06 02:13:39.706962,SYN,0a00ec9d2ca7b55ac76fc37da41e4734,40.21,OK
05c70022dc4af59ad2f14d958f81d56c,2026-01-01 01:00:00,2026-03-06 02:13:39.706962,SYN,48e70f86ad29d1d53bf5fe2fb5cfd2c0,18.59,OK
02ebb373a7e00216e646d1efcccf3a1f,2026-01-01 01:00:00,2026-03-06 02:13:39.706962,SYN,5efc9dbaf6819ed75721d865cc4434a1,24.62,OK
a055372963c647fb96960a3c3daa8919,2026-01-01 01:00:00,2026-03-06 02:13:39.706962,SYN,5b2bfc77532e4bc9d885e628e6752646,17.74,OK
351a911993585e574fd47f4454eb843e,2026-01-01 01:15:00,2026-03-06 02:13:39.706962,SYN,b408cb21122a57b22054dce222f9b9c8,6.68,OK
3f7082e9933b3aa8fdc39b507e695d7b,2026-01-01 01:15:00,2026-03-06 02:13:39.706962,SYN,82e86a5d035fca75256a3d4d11b61a8b,25.07,OK
878c944000fcf62ac94155d8ecf881d0,2026-01-01 01:15:00,2026-03-06 02:13:39.706962,SYN,76c784051ff24ea20064339df10df28f,13.47,OK
0637232e1c0f920620e846292911e1f2,2026-01-01 01:15:00,2026-03-06 02:13:39.706962,SYN,642223434b118f4dcc1b3dc70e0b2df3,23.24,OK
73486626af9fdaa97f1d22f2226ea211,2026-01-01 01:15:00,2026-03-06 02:13:39.706962,SYN,1acce50407663df537d59d4d294adcdd,14.98,OK
2f0834e5924f9e15117b7c29853bfbc5,2026-01-01 01:15:00,2026-03-06 02:13:39.706962,SYN,88dd17500cdd5bd9c0010659be10fe4f,31.02,OK
a055372963c647fb96960a3c3daa8919,2026-01-01 01:15:00,2026-03-06 02:13:39.706962,SYN,f1a831812f87cae6db7cbde72ec87a25,8.68,OK
0f989f77c634fa7fabc952ec7968e334,2026-01-01 01:30:00,2026-03-06 02:13:39.706962,SYN,060273295c45e3b4c2a4176d57c4384f,36.21,OK
a5a8b56241675cad003bb83e2c551c88,2026-01-01 01:30:00,2026-03-06 02:13:39.706962,SYN,e9953af0c81196cdfd11bc4b030eef8e,24.11,OK
e18813137b3dcf1002b8a2118ad490a6,2026-01-01 01:30:00,2026-03-06 02:13:39.706962,SYN,d8e4e4e121cd22b09bae42bbee8f6ce6,35.36,OK
8d69f9d3ee1f8eeb40685ce2a2761e2b,2026-01-01 01:30:00,2026-03-06 02:13:39.706962,SYN,d86d921bda44a3defa717b8254ae2036,29.63,OK
d459652144373eb7f83c2b11cca2d317,2026-01-01 01:30:00,2026-03-06 02:13:39.706962,SYN,3204864b986ff208bb85205ca2992473,26.84,OK
f077c0bb2e4e63cc188cdc474a865502,2026-01-01 01:45:00,2026-03-06 02:13:39.706962,SYN,91dacade7a4bcccb5fcab9ab7cf71db1,33.37,OK
e4897e705305eda186d7d51ecb1d78f2,2026-01-01 01:45:00,2026-03-06 02:13:39.706962,SYN,d63c2a08531e7dd5daea238c961cbc9a,32.65,OK
6185fa7ea83b73ec408b03acd6227e63,2026-01-01 01:45:00,2026-03-06 02:13:39.706962,SYN,81bfead9f862546e5e213e9d85aa78d9,11.95,EST
bb5d3837bd63b111e7d3a744843ba692,2026-01-01 01:45:00,2026-03-06 02:13:39.706962,SYN,63ecc9b9f46be2d1a3e5871750da6934,12.05,OK
234a3c842047f76f6fa8803f740c4ece,2026-01-01 01:45:00,2026-03-06 02:13:39.706962,SYN,fbc68533e736d4e0b567aa93270dc08c,7.09,OK
c52a74eeaa52559fc5b8147c6f6ef36f,2026-01-01 01:45:00,2026-03-06 02:13:39.706962,SYN,f09f30034324326ac897a5c22229ac0c,34.74,OK
1d5bfad9334ac3740f59c76bfa4cab71,2026-01-01 01:45:00,2026-03-06 02:13:39.706962,SYN,0fd49e8e686b50a0eb59d7729b884a22,37.28,OK
6fdef3613dccbec4fccfdc5d257064cf,2026-01-01 01:45:00,2026-03-06 02:13:39.706962,SYN,b26d5906d1f8ee7a477f537b7960571d,28.01,OK
1913f4f46a37fa8b2ada0b716195eb61,2026-01-01 01:45:00,2026-03-06 02:13:39.706962,SYN,d85b386ca8bbcc783f9a8abb2f65c338,15.74,OK
d50f9cc27ab3c0d2c75af2fd695c29b2,2026-01-01 02:00:00,2026-03-06 02:13:39.706962,SYN,bbbf967639ee93887c800ab1f8feb0dc,19.5,OK
8d69f9d3ee1f8eeb40685ce2a2761e2b,2026-01-01 02:00:00,2026-03-06 02:13:39.706962,SYN,54f649df3736fae8067634aa1b91c26e,25.38,OK
98acdfb4f24a3a0462f10ddabe3907e3,2026-01-01 02:00:00,2026-03-06 02:13:39.706962,SYN,f248725df76005b261268fc6ea412680,39.07,OK
86f1b641a68961a0f1632121f0db743a,2026-01-01 02:00:00,2026-03-06 02:13:39.706962,SYN,6a4226ceb978bb28d9a1175dd0e68714,30.99,OK
ba87672ca630535a6bbedbcb20ea1438,2026-01-01 02:00:00,2026-03-06 02:13:39.706962,SYN,d102c65b8c757c162db62487dd60fd94,29.73,OK
eeba3811cb57c92a6ea44968a4f97766,2026-01-01 02:00:00,2026-03-06 02:13:39.706962,SYN,562d1fac64e1aea1dbec51e43c4559a8,32.62,OK
f1ce828e1ac9557e02dc8ba772d394e1,2026-01-01 02:00:00,2026-03-06 02:13:39.706962,SYN,5879a5978280778520402d6cdf346189,14.55,EST
a5a8b56241675cad003bb83e2c551c88,2026-01-01 02:15:00,2026-03-06 02:13:39.706962,SYN,1b779b22b176596943409839b24769af,37.45,OK
9cd9debad56855170d7fda91fc3e84ca,2026-01-01 02:15:00,2026-03-06 02:13:39.706962,SYN,e3f6c9cc03b401bf74e151cfb8394e42,37.12,OK
60ea0ee5078fe43fe08cd23410a4a1a5,2026-01-01 02:15:00,2026-03-06 02:13:39.706962,SYN,8a6a6b64ce0194cf68ac7d95292613e7,27.11,OK
800f55e8a57f35a25b70fd32b422bd8f,2026-01-01 02:15:00,2026-03-06 02:13:39.706962,SYN,e77554f3baba0adb4f90bd3d2100ad1e,13.75,OK
ba87672ca630535a6bbedbcb20ea1438,2026-01-01 02:15:00,2026-03-06 02:13:39.706962,SYN,138644f0723d137f0d0cacbf2f81e114,17.23,OK
b6bc2ff3f6c5421889a6e1e3232941aa,2026-01-01 02:30:00,2026-03-06 02:13:39.706962,SYN,c5d96fbe43e583ee5969e3ac68f6dce3,26.2,OK
0f989f77c634fa7fabc952ec7968e334,2026-01-01 02:30:00,2026-03-06 02:13:39.706962,SYN,1f9e14b53e113eff967b0d255260151d,7.54,EST
4e4d4b9730898ea4e08d4e3e55b9d266,2026-01-01 02:30:00,2026-03-06 02:13:39.706962,SYN,cf15c7c58593fd2089baed50b6c6b5d6,21.7,OK
98acdfb4f24a3a0462f10ddabe3907e3,2026-01-01 02:30:00,2026-03-06 02:13:39.706962,SYN,d85b386ca8bbcc783f9a8abb2f65c338,15.74,OK
800f55e8a57f35a25b70fd32b422bd8f,2026-01-01 02:30:00,2026-03-06 02:13:39.706962,SYN,7797c7a2e770fdd61a9548b2eea9cc4e,34.09,OK
86f1b641a68961a0f1632121f0db743a,2026-01-01 02:30:00,2026-03-06 02:13:39.706962,SYN,d7521f85fb3cfb5ac242deeef644a20d,11.84,OK
ef89ddedc93a3aff0ac3bc0448630bcf,2026-01-01 02:30:00,2026-03-06 02:13:39.706962,SYN,b48ba722ed48fca5990340bcf5c88805,25.74,OK
72488ac84e327635924936afc3d779e1,2026-01-01 02:30:00,2026-03-06 02:13:39.706962,SYN,df2724e844cc81b501cdb18eac8a9a6b,11.18,OK
351a911993585e574fd47f4454eb843e,2026-01-01 02:45:00,2026-03-06 02:13:39.706962,SYN,97c254a57993f2872f62cf89ec5664e3,38.75,OK
bf0b777174d0850134e5684f213ae030,2026-01-01 02:45:00,2026-03-06 02:13:39.706962,SYN,8c6e4a13b3292de230be4ce90ad38d28,23.62,OK
3f7082e9933b3aa8fdc39b507e695d7b,2026-01-01 02:45:00,2026-03-06 02:13:39.706962,SYN,8614dfefe6c75755912e9b151b6b27c7,26.07,OK
878c944000fcf62ac94155d8ecf881d0,2026-01-01 02:45:00,2026-03-06 02:13:39.706962,SYN,883edd6c97670a841bfbc841a9a15641,10.21,OK
e0a92be582d99426e704723d4c37efda,2026-01-01 02:45:00,2026-03-06 02:13:39.706962,SYN,692d5d36202c10b60bc23a0e06d8c723,7.87,OK
ee940e0d1843442cc524cf9255e5112d,2026-01-01 02:45:00,2026-03-06 02:13:39.706962,SYN,840a4a5c7d5fc9639d4e49e8b628f6cd,37.59,OK
20fa88a60d2e792cec4658f869ee0c2f,2026-01-01 02:45:00,2026-03-06 02:13:39.706962,SYN,a41adf2cee7c4a792ca33492a22758c3,19.12,OK
05c70022dc4af59ad2f14d958f81d56c,2026-01-01 02:45:00,2026-03-06 02:13:39.706962,SYN,84ceed27ef631100a718cbfeb425cbd1,13.9,OK
61726f70063ae235d70dfc7808f2bc0c,2026-01-01 02:45:00,2026-03-06 02:13:39.706962,SYN,cd6a78f72d3cc1dd4d8c6e542a23093a,8.96,OK
cd5073e7243d0505235af8621d7f0ffd,2026-01-01 02:45:00,2026-03-06 02:13:39.706962,SYN,613271304ef35db77de5857d9f2bf013,7.66,OK
60ea0ee5078fe43fe08cd23410a4a1a5,2026-01-01 03:00:00,2026-03-06 02:13:39.706962,SYN,425523e0221ca73c5cf273d0a9b85b7a,22.77,OK
86f1b641a68961a0f1632121f0db743a,2026-01-01 03:00:00,2026-03-06 02:13:39.706962,SYN,54a2520fa0b4bf4562201955b25c45b0,36.48,OK
ba87672ca630535a6bbedbcb20ea1438,2026-01-01 03:00:00,2026-03-06 02:13:39.706962,SYN,960986013ef93ea3fab8f8f2cdce451f,28.49,OK
d459652144373eb7f83c2b11cca2d317,2026-01-01 03:00:00,2026-03-06 02:13:39.706962,SYN,9c9117840f140ff24ed6ca90edc039a1,22.91,OK
3283f4bd0612b3be196141ee1f2f0754,2026-01-01 03:15:00,2026-03-06 02:13:39.706962,SYN,13f883bde2cf06c99801dc5a6a06a5c3,39.92,OK
f4c719f5ac321dd3e5354da9c52c6c58,2026-01-01 03:15:00,2026-03-06 02:13:39.706962,SYN,06b264e2a0631c57276538b550c377ae,5.79,OK
05f4cbb6f5d3455331e7552656da4d02,2026-01-01 03:15:00,2026-03-06 02:13:39.706962,SYN,dd699a0763cf87e6f7d96911a18ca877,6.91,OK
878c944000fcf62ac94155d8ecf881d0,2026-01-01 03:15:00,2026-03-06 02:13:39.706962,SYN,07b96955f7c9eb93ce5cf88dfaeda4d4,11.58,OK
88c9101deb8c4ce394ee21e418dd5784,2026-01-01 03:15:00,2026-03-06 02:13:39.706962,SYN,4db6c46ceb9b640837ea868079be5bac,10.78,OK
860c24a902390703da68b5c104679935,2026-01-01 03:15:00,2026-03-06 02:13:39.706962,SYN,00512d8d9bbdd1e34cc2a4ddb5e8684b,6.75,OK
9763273cad3d7e43212383926a476377,2026-01-01 03:15:00,2026-03-06 02:13:39.706962,SYN,d4d554b3a81702033221029d4dd73450,20.57,OK
63221c2c21497266045dfbb99c78a5ad,2026-01-01 03:15:00,2026-03-06 02:13:39.706962,SYN,758b5007b141b3a77194e43fb1af8eb8,6.32,OK
61726f70063ae235d70dfc7808f2bc0c,2026-01-01 03:15:00,2026-03-06 02:13:39.706962,SYN,1782847c869df9b918dd3eea00272f66,13.77,OK
e4897e705305eda186d7d51ecb1d78f2,2026-01-01 03:30:00,2026-03-06 02:13:39.706962,SYN,23b46e23713b81259a103189938716a4,39.5,OK
6185fa7ea83b73ec408b03acd6227e63,2026-01-01 03:30:00,2026-03-06 02:13:39.706962,SYN,562d1fac64e1aea1dbec51e43c4559a8,32.62,OK
69b3a5658ae467cd3f719c2f7edc1b68,2026-01-01 03:30:00,2026-03-06 02:13:39.706962,SYN,fd2fb9c217da91cdfe62719e9a29e854,32.01,OK
7a50297070295c2d66e5ca6ecc8731d2,2026-01-01 03:30:00,2026-03-06 02:13:39.706962,SYN,e9172c73ff69177247e3f68f48428cb9,32.98,OK
bb5d3837bd63b111e7d3a744843ba692,2026-01-01 03:30:00,2026-03-06 02:13:39.706962,SYN,5eaed5d1421c5ea748430e88881b5b5e,37.13,OK
7b77c43c2c75df6f32568deb07afebf6,2026-01-01 03:30:00,2026-03-06 02:13:39.706962,SYN,b0d2171cc063724d5ac821831d204912,37.44,OK
1d5bfad9334ac3740f59c76bfa4cab71,2026-01-01 03:30:00,2026-03-06 02:13:39.706962,SYN,0e0f52c6751cce0fac49f5bc3b102bcd,20.64,OK
6fdef3613dccbec4fccfdc5d257064cf,2026-01-01 03:30:00,2026-03-06 02:13:39.706962,SYN,72113e6e95d070083a624f9d76f15d70,12.14,OK
1913f4f46a37fa8b2ada0b716195eb61,2026-01-01 03:30:00,2026-03-06 02:13:39.706962,SYN,cbf5ca45d4c6d618614f4df427ded11e,39.87,OK
e57bfce3281114298a81d8844c02947e,2026-01-01 03:45:00,2026-03-06 02:13:39.706962,SYN,8af570b19d1a521b690bf1e31ef121d7,8.35,OK
3b59c6bbad31327de76453a4150d8579,2026-01-01 03:45:00,2026-03-06 02:13:39.706962,SYN,30846c8d2407585030100afe472e8d5c,27.28,OK
a91009d7da53061afec1cd610e5e51fe,2026-01-01 03:45:00,2026-03-06 02:13:39.706962,SYN,e16fc338f4184efd321c372839e72b5e,31.83,OK
c1c333c945203517ac99efdb745e551c,2026-01-01 04:00:00,2026-03-06 02:13:39.706962,SYN,dd7d5ce17c0e7c1d5a232d4f864b022f,21.99,OK
878c944000fcf62ac94155d8ecf881d0,2026-01-01 04:00:00,2026-03-06 02:13:39.706962,SYN,636889108369e5af045b0cdff41175f2,24.66,OK
50f6c1a2a657054ff8618acbaf68b835,2026-01-01 04:00:00,2026-03-06 02:13:39.706962,SYN,d260ca4f1696e11c6d5dc658361467cc,18.19,OK
0637232e1c0f920620e846292911e1f2,2026-01-01 04:00:00,2026-03-06 02:13:39.706962,SYN,f3476c570644a58021a67d84cc904737,18.86,OK
63221c2c21497266045dfbb99c78a5ad,2026-01-01 04:00:00,2026-03-06 02:13:39.706962,SYN,33e6a84e92667f374a3775e81f64724e,32.88,OK
05c70022dc4af59ad2f14d958f81d56c,2026-01-01 04:00:00,2026-03-06 02:13:39.706962,SYN,883edd6c97670a841bfbc841a9a15641,10.21,OK
bfb39e69696ec4a03cf7ab4c5ac50488,2026-01-01 04:15:00,2026-03-06 02:13:39.706962,SYN,788e7e2ca486de498de5a535b4503af9,21.55,OK
6185fa7ea83b73ec408b03acd6227e63,2026-01-01 04:15:00,2026-03-06 02:13:39.706962,SYN,0d5cd24eb95e624ce167ef728e7c4c6e,38.37,OK
7a50297070295c2d66e5ca6ecc8731d2,2026-01-01 04:15:00,2026-03-06 02:13:39.706962,SYN,4598546b167de2b03e57da609abec35b,15.7,OK
6ee372acc0312239e8ca73ea66a3229b,2026-01-01 04:15:00,2026-03-06 02:13:39.706962,SYN,ea6f27bcdfadb7372ec70c65337cc686,16.8,OK
234a3c842047f76f6fa8803f740c4ece,2026-01-01 04:15:00,2026-03-06 02:13:39.706962,SYN,3e5105bcf2557a1c0dab9f0be0da1f7d,23.31,EST
c52a74eeaa52559fc5b8147c6f6ef36f,2026-01-01 04:15:00,2026-03-06 02:13:39.706962,SYN,f835b88b8a25e00fa1685f25a9cad0f6,38.96,OK
6fdef3613dccbec4fccfdc5d257064cf,2026-01-01 04:15:00,2026-03-06 02:13:39.706962,SYN,3f8c955aa437fbfedff0259d5dfff340,8.45,OK
d69f262c7171f570f7e0cbff89912137,2026-01-01 04:15:00,2026-03-06 02:13:39.706962,SYN,f8e8b889175bdff6b42bddc7f81484ca,31.65,OK
1913f4f46a37fa8b2ada0b716195eb61,2026-01-01 04:15:00,2026-03-06 02:13:39.706962,SYN,6bba61f7781e8336fa78c0dfa3723371,27.46,OK
e4897e705305eda186d7d51ecb1d78f2,2026-01-01 04:30:00,2026-03-06 02:13:39.706962,SYN,b1cad8b1b76e3975c7b78ab071727bf0,26.64,OK
2db3c1b4a6a728394b7151200d0f3256,2026-01-01 04:30:00,2026-03-06 02:13:39.706962,SYN,ebe53a48e4951ef33782a2a08fdb977a,37.66,OK
3b59c6bbad31327de76453a4150d8579,2026-01-01 04:30:00,2026-03-06 02:13:39.706962,SYN,09a6e08ff0d0aa68f402282abe777d10,15.67,OK
6ee372acc0312239e8ca73ea66a3229b,2026-01-01 04:30:00,2026-03-06 02:13:39.706962,SYN,ee10b52fa69ca419e20ac36fbbb7eedc,36.18,OK
bb5d3837bd63b111e7d3a744843ba692,2026-01-01 04:30:00,2026-03-06 02:13:39.706962,SYN,054c30c773f79a8956b61c6cb22c710b,36.6,OK
e57bfce3281114298a81d8844c02947e,2026-01-01 04:45:00,2026-03-06 02:13:39.706962,SYN,1d846337fe189faeb4fa7f715a8a7cb2,12.82,OK
f077c0bb2e4e63cc188cdc474a865502,2026-01-01 04:45:00,2026-03-06 02:13:39.706962,SYN,ad8c55fc1d5a91a4ea606d14630736b4,15.66,OK
e4897e705305eda186d7d51ecb1d78f2,2026-01-01 04:45:00,2026-03-06 02:13:39.706962,SYN,e33b648658c5c81b63551cad1efc74c0,31.09,OK
13e28d2986c2587be9a5d54086a30e19,2026-01-01 04:45:00,2026-03-06 02:13:39.706962,SYN,f1a831812f87cae6db7cbde72ec87a25,8.68,OK
69b3a5658ae467cd3f719c2f7edc1b68,2026-01-01 04:45:00,2026-03-06 02:13:39.706962,SYN,9ae4175614fb7e2538c1487f4405360c,12.51,OK
7a50297070295c2d66e5ca6ecc8731d2,2026-01-01 04:45:00,2026-03-06 02:13:39.706962,SYN,4d35d1b539d667a2724f011ac1016959,13.13,OK
d4013c0d4277b6c6be6ab5a7bef0f2a6,2026-01-01 04:45:00,2026-03-06 02:13:39.706962,SYN,27016a3ad8f2a2f3d35f81c376951bb9,23.05,OK
c52a74eeaa52559fc5b8147c6f6ef36f,2026-01-01 04:45:00,2026-03-06 02:13:39.706962,SYN,c3df66e60bbf4f7c292e0bf095e45c94,31.06,OK
0f55629e27434687cc60fff810aed046,2026-01-01 04:45:00,2026-03-06 02:13:39.706962,SYN,e0ddded72595745d814977b91c07c672,11.17,OK
6fdef3613dccbec4fccfdc5d257064cf,2026-01-01 04:45:00,2026-03-06 02:13:39.706962,SYN,9cd08b46c8b7c154bb2ea5b42165626a,14.33,OK
d69f262c7171f570f7e0cbff89912137,2026-01-01 04:45:00,2026-03-06 02:13:39.706962,SYN,1bf94caa413d41be05f23cf5b8bbde02,26.4,OK
0b5d6226ccd2fdd3e6f6e1956b504aaa,2026-01-01 05:00:00,2026-03-06 02:13:39.706962,SYN,584b83d2257a4878483f93f074da84d6,20.36,OK
c1c333c945203517ac99efdb745e551c,2026-01-01 05:00:00,2026-03-06 02:13:39.706962,SYN,46d57a805ff377fe379e3432129273a9,7.39,OK
bf0b777174d0850134e5684f213ae030,2026-01-01 05:00:00,2026-03-06 02:13:39.706962,SYN,14db76917e453f272e674a64f3e36854,7.58,OK
05f4cbb6f5d3455331e7552656da4d02,2026-01-01 05:00:00,2026-03-06 02:13:39.706962,SYN,289058c2384d0ff1f31221ef884057de,28.9,OK
878c944000fcf62ac94155d8ecf881d0,2026-01-01 05:00:00,2026-03-06 02:13:39.706962,SYN,873d4cf20e77b80d086b06d1a6a4f350,35.83,OK
73486626af9fdaa97f1d22f2226ea211,2026-01-01 05:00:00,2026-03-06 02:13:39.706962,SYN,d96d545e611cf603df81592e6aae58be,11.75,OK
9763273cad3d7e43212383926a476377,2026-01-01 05:00:00,2026-03-06 02:13:39.706962,SYN,9096c1239e8fcab7af1bde22d9a2f795,40.71,OK
2f0834e5924f9e15117b7c29853bfbc5,2026-01-01 05:00:00,2026-03-06 02:13:39.706962,SYN,f440098faedc7a8ef80866e567d7544e,36.61,OK
61726f70063ae235d70dfc7808f2bc0c,2026-01-01 05:00:00,2026-03-06 02:13:39.706962,SYN,0f45a78afdb8bf44fe795bd6ab3d36c3,35.22,OK
ceb74a239a993c2f006675105910a336,2026-01-01 05:00:00,2026-03-06 02:13:39.706962,SYN,89d59fce257757d9b0452b5808752405,35.72,OK
9cd9debad56855170d7fda91fc3e84ca,2026-01-01 05:15:00,2026-03-06 02:13:39.706962,SYN,59faf7aa14d7bf3b18dd9686e77f3180,29.77,OK
60ea0ee5078fe43fe08cd23410a4a1a5,2026-01-01 05:15:00,2026-03-06 02:13:39.706962,SYN,bb393a91d226223054f928d9b83cf82e,23.02,OK
86f1b641a68961a0f1632121f0db743a,2026-01-01 05:15:00,2026-03-06 02:13:39.706962,SYN,0be3d2933b2d7f22bc4f476b597a2891,27.26,OK
72488ac84e327635924936afc3d779e1,2026-01-01 05:15:00,2026-03-06 02:13:39.706962,SYN,4377db9eb0367d3775506e9f99773e38,27.2,OK
60ea0ee5078fe43fe08cd23410a4a1a5,2026-01-01 05:30:00,2026-03-06 02:13:39.706962,SYN,463895ded348c54ffc01f4d54c5a14f2,5.94,EST
f1ce828e1ac9557e02dc8ba772d394e1,2026-01-01 05:30:00,2026-03-06 02:13:39.706962,SYN,5a3a24b6657f81e93ec78cf9998460bc,13.15,OK
ef89ddedc93a3aff0ac3bc0448630bcf,2026-01-01 05:30:00,2026-03-06 02:13:39.706962,SYN,57fec291d95cad3807a48f58c7440290,29.97,OK
9ed67956571f4658ee9a6d6931d6a4cd,2026-01-01 05:45:00,2026-03-06 02:13:39.706962,SYN,afa8cfa672fb88d724666e9342e1e558,28.31,OK
fade435388a09e7bb13e69ce89053d12,2026-01-01 05:45:00,2026-03-06 02:13:39.706962,SYN,de3ab0f19a47781ab0d87173f9b18d23,26.31,OK
5f04b36aab0c0147bd31c24e3ae00f1c,2026-01-01 05:45:00,2026-03-06 02:13:39.706962,SYN,e165072fc90ea2d45037faa475112e3e,32.66,OK
f4c719f5ac321dd3e5354da9c52c6c58,2026-01-01 00:00:00,2026-03-06 02:13:39.706962,SYN,7fbaca007ad1818b79db3eb1950bbf19,12.58,OK
351a911993585e574fd47f4454eb843e,2026-01-01 00:00:00,2026-03-06 02:13:39.706962,SYN,389bf667e1937be5edbba9f72ecb808f,15.45,EST
