event_id,hk_facility,hk_meter,hk_period,factor_id,reading_ts,kwh_value,scope2_kgco2e,raw_record_hash,transform_ver,load_dts,record_source
44,291614fc894042ffde48370a464eddb8,68612cb4f2cfa892f9939529deede8f7,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 04:45:00,19.59,15.2802,8f8eb44eb6bad37bc8cbea43ef0d5e03,syn_v1,2026-03-06 02:13:39.706962,SYN
45,e1eeb625e5a4a6426698339fb189e9e2,20fa88a60d2e792cec4658f869ee0c2f,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 05:30:00,8.21,5.6649,1f1d2e1166c90ca4f52ea165b7645392,syn_v1,2026-03-06 02:13:39.706962,SYN
46,f7f70ccab084c8c5d8b96b87dc86d5f9,5e33cdf859ea46e7088d5834edde5cb3,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 05:45:00,28.25,23.165,1962034d0abc24b97a1bd1faf81d9950,syn_v1,2026-03-06 02:13:39.706962,SYN
47,7efaf4ff4c6611946b347d2367bcb807,98acdfb4f24a3a0462f10ddabe3907e3,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 01:15:00,23.83,15.2512,e28a4ea9943114825ecd0fd80c9bb6a4,syn_v1,2026-03-06 02:13:39.706962,SYN
48,f1b3d8912e2bd9ddb0f335583d2152cb,257610bbe23e3ed05ce395d4dd444000,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 00:45:00,11.18,8.0496,36a6579b101f693791d016e3d75ab5ea,syn_v1,2026-03-06 02:13:39.706962,SYN
49,1a633a890bb61427286485ce2336b11e,234a3c842047f76f6fa8803f740c4ece,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 05:45:00,25.7,20.046,27b8e24a0755dda68e99291d66e862e3,syn_v1,2026-03-06 02:13:39.706962,SYN
50,4f49e99ee442756940e14404c79772a6,4597eb26e0ab06621ac8bed71d239af7,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 04:30:00,28.89,19.9341,03b7a1118abd058e417aca60557a66a3,syn_v1,2026-03-06 02:13:39.706962,SYN
51,49b989a23f0d55741477257b0aeeaa2d,5b22913ef76b5e85bb9a03f9d04ba78a,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 04:15:00,12.1,9.922,5b1a723a57d5d580ced3456d8b2b0b1c,syn_v1,2026-03-06 02:13:39.706962,SYN
52,21debacd2d92a22891de2856fe08f89e,7a50297070295c2d66e5ca6ecc8731d2,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 05:45:00,33.09,21.1776,20200bfc6fdf84e431dec315860f9d16,syn_v1,2026-03-06 02:13:39.706962,SYN
53,09a55d5d1937b90372433ba490c07b7f,03fdb4a74143041ff3cc3add54d19fd9,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 03:15:00,23.51,16.9272,5f19491fdaa669892233e784dde246e9,syn_v1,2026-03-06 02:13:39.706962,SYN
54,069712518702ff45057bf9d64721856d,959578c0ad7f74b1a7c03b64985ea967,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 04:45:00,14.46,11.2788,ad46e006c72c102601862ae8993d32b1,syn_v1,2026-03-06 02:13:39.706962,SYN
55,5bbcc090b4cfd4f7babb26b9e59fda45,02ebb373a7e00216e646d1efcccf3a1f,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 05:15:00,14.08,9.7152,bafde7924e237435089cd02bb7e28ded,syn_v1,2026-03-06 02:13:39.706962,SYN
56,fea538323d9ab84b92cb95644d6c7b35,ee940e0d1843442cc524cf9255e5112d,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 02:15:00,26.88,22.0416,150c229c95f54b4c30bf570c4b49e405,syn_v1,2026-03-06 02:13:39.706962,SYN
57,8c036722922b24fcf79efc1ed0d68e71,c52a74eeaa52559fc5b8147c6f6ef36f,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 05:45:00,31.61,20.2304,94e0ee909e546263e36d6dcf4b600cd9,syn_v1,2026-03-06 02:13:39.706962,SYN
58,9b476072ebb3b53dd331ce8adbbc4e73,f077c0bb2e4e63cc188cdc474a865502,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 05:45:00,31.54,22.7088,2077b5852d1b138ff6a5efbf3b0b4582,syn_v1,2026-03-06 02:13:39.706962,SYN
59,03d342a18a7e413fcf8985e0232487bf,9ed67956571f4658ee9a6d6931d6a4cd,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 01:45:00,22.36,17.4408,a847a99172c513f21f559062f5773b04,syn_v1,2026-03-06 02:13:39.706962,SYN
60,bf8afd90946c34723eeb1ccc576a98b8,5f04b36aab0c0147bd31c24e3ae00f1c,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 04:15:00,30.59,21.1071,9a6073d7b4fee9c7e163539f6abb3e8e,syn_v1,2026-03-06 02:13:39.706962,SYN
61,4a65bc20c96683b4bc54c1a4c95b5d5e,7b05a3419f4f431c2cbf4885124ca1dc,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 00:45:00,23.77,19.4914,05e0f6b9bd90bf686466663296dc9ff3,syn_v1,2026-03-06 02:13:39.706962,SYN
62,f81294bd68853a5e1c02ea2f6c4e8cd0,d69f262c7171f570f7e0cbff89912137,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 05:45:00,33.07,21.1648,d66f34edae3b3df35cfb2a51873fcd03,syn_v1,2026-03-06 02:13:39.706962,SYN
63,4295c25baa729e95f6c98d5f0f2dca9a,9cd9debad56855170d7fda91fc3e84ca,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 04:00:00,10.51,7.5672,0e9036a00f5a68ea7eec1e8b3732e928,syn_v1,2026-03-06 02:13:39.706962,SYN
64,da11c928386dbdc18c34f288e21ee019,69b3a5658ae467cd3f719c2f7edc1b68,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 05:45:00,30.81,24.0318,5d67012291dcfaddb6ace9e65f5b5e2d,syn_v1,2026-03-06 02:13:39.706962,SYN
65,cd83927962802ca3b606ae9f3c6d73be,860c24a902390703da68b5c104679935,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 05:15:00,30.86,21.2934,1a040abaf1cae1fdccf9786c902ab59a,syn_v1,2026-03-06 02:13:39.706962,SYN
66,c76f671a4753cc664519a8a4b2dfe527,a604382c4cf08bf6823c44c52a628a70,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 01:15:00,16.94,13.8908,804332e980fe0ce1109913fbba733468,syn_v1,2026-03-06 02:13:39.706962,SYN
67,e7b39405255ec5841088f6663359fb00,a474410be9a439272665dca1281b7925,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 05:45:00,19.23,12.3072,3a989ad0e43adc1a7dd5326d5c3856bf,syn_v1,2026-03-06 02:13:39.706962,SYN
68,413e2baff151d8d4c537680d7d05316e,1d5bfad9334ac3740f59c76bfa4cab71,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 05:45:00,37.27,26.8344,f3880b9d8909ea2b48dda5bef8ae6542,syn_v1,2026-03-06 02:13:39.706962,SYN
69,291614fc894042ffde48370a464eddb8,13e28d2986c2587be9a5d54086a30e19,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 05:45:00,35.27,27.5106,93df9458953d987cac9280ce906e4438,syn_v1,2026-03-06 02:13:39.706962,SYN
70,e1eeb625e5a4a6426698339fb189e9e2,88c9101deb8c4ce394ee21e418dd5784,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 05:15:00,37.79,26.0751,7a048e865e97ba909a75cb49599561d3,syn_v1,2026-03-06 02:13:39.706962,SYN
71,f7f70ccab084c8c5d8b96b87dc86d5f9,858fa9339f4ae3b19319e0c98471305a,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 03:45:00,24.61,20.1802,a0ab9c219062f3407ecc8b6fedbb561c,syn_v1,2026-03-06 02:13:39.706962,SYN
72,7efaf4ff4c6611946b347d2367bcb807,e57bfce3281114298a81d8844c02947e,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 05:45:00,13.08,8.3712,b8a14bf5da0e9ff7276aeecce1517068,syn_v1,2026-03-06 02:13:39.706962,SYN
73,f1b3d8912e2bd9ddb0f335583d2152cb,0637232e1c0f920620e846292911e1f2,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 05:30:00,30.69,22.0968,2c2b0fb05b37c8f6e01db24295db1892,syn_v1,2026-03-06 02:13:39.706962,SYN
74,1a633a890bb61427286485ce2336b11e,e9919cf245116cc5bd66ffb876b92aa1,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 05:45:00,11.87,9.2586,8a0258b871bfed005f3a476022713010,syn_v1,2026-03-06 02:13:39.706962,SYN
75,4f49e99ee442756940e14404c79772a6,f6df604b8cd6ef1a9238d36aef30755b,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 03:30:00,38.44,26.5236,0904c214658a36fdbff588ec3e4f2d68,syn_v1,2026-03-06 02:13:39.706962,SYN
76,49b989a23f0d55741477257b0aeeaa2d,2614196cab2f7d5779544cdfcbf41d9d,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 03:45:00,34.73,28.4786,c3a2b83ae386ae02a34a1b1c696c072b,syn_v1,2026-03-06 02:13:39.706962,SYN
77,21debacd2d92a22891de2856fe08f89e,bf0b777174d0850134e5684f213ae030,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 02:30:00,26.48,16.9472,e60a3fbd21259112ef16376b41b5d4fa,syn_v1,2026-03-06 02:13:39.706962,SYN
78,09a55d5d1937b90372433ba490c07b7f,d459652144373eb7f83c2b11cca2d317,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 04:00:00,20.84,15.0048,4e7ed89904957a888bc452c2cecb8655,syn_v1,2026-03-06 02:13:39.706962,SYN
79,069712518702ff45057bf9d64721856d,351a911993585e574fd47f4454eb843e,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 05:15:00,21.98,17.1444,89256305c2d55d070136f1ca5460bbae,syn_v1,2026-03-06 02:13:39.706962,SYN
80,5bbcc090b4cfd4f7babb26b9e59fda45,65e5acedf56439404d8077287fdbbe68,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 01:45:00,15.65,10.7985,93ef8e8540230ce87a6deb1e03d89ed2,syn_v1,2026-03-06 02:13:39.706962,SYN
81,fea538323d9ab84b92cb95644d6c7b35,fad88d6f69074a7d68d65c964ef13306,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 04:15:00,12.04,9.8728,f26b2e5e1d49b03ce68606faa2bb3491,syn_v1,2026-03-06 02:13:39.706962,SYN
82,8c036722922b24fcf79efc1ed0d68e71,a984375cb0e0b90afeeafac64e24c79d,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 04:30:00,26.35,16.864,a25003c0113c1b0cba899be1f501f3cf,syn_v1,2026-03-06 02:13:39.706962,SYN
83,9b476072ebb3b53dd331ce8adbbc4e73,3b59c6bbad31327de76453a4150d8579,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 05:45:00,11.57,8.3304,4038dd90b4b11043023b6bb8374b915c,syn_v1,2026-03-06 02:13:39.706962,SYN
84,03d342a18a7e413fcf8985e0232487bf,878c944000fcf62ac94155d8ecf881d0,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 05:30:00,6.13,4.7814,af19a945b8f53cef862bc00f9a169e44,syn_v1,2026-03-06 02:13:39.706962,SYN
85,bf8afd90946c34723eeb1ccc576a98b8,4e4d4b9730898ea4e08d4e3e55b9d266,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 03:15:00,20.42,14.0898,d69a2e7a7e3f0b2b5aec71c024cac762,syn_v1,2026-03-06 02:13:39.706962,SYN
86,4a65bc20c96683b4bc54c1a4c95b5d5e,05f4cbb6f5d3455331e7552656da4d02,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 05:30:00,19.12,15.6784,93621a145e1355c50bee13e9e6a68dce,syn_v1,2026-03-06 02:13:39.706962,SYN
87,f81294bd68853a5e1c02ea2f6c4e8cd0,6ee372acc0312239e8ca73ea66a3229b,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 05:45:00,34.62,22.1568,eee10c26f435acde337c354336d1ba2e,syn_v1,2026-03-06 02:13:39.706962,SYN
88,4295c25baa729e95f6c98d5f0f2dca9a,d50f9cc27ab3c0d2c75af2fd695c29b2,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 05:00:00,33.25,23.94,e23cac5e786deaf76b0ebff633367014,syn_v1,2026-03-06 02:13:39.706962,SYN
89,da11c928386dbdc18c34f288e21ee019,c1c333c945203517ac99efdb745e551c,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 02:15:00,11.4,8.892,e1f3fefaffee9c44dbfcc9955f0f9780,syn_v1,2026-03-06 02:13:39.706962,SYN
90,cd83927962802ca3b606ae9f3c6d73be,3f7082e9933b3aa8fdc39b507e695d7b,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 05:30:00,29.81,20.5689,4b59e33bf8977135e074147d6b98f927,syn_v1,2026-03-06 02:13:39.706962,SYN
91,c76f671a4753cc664519a8a4b2dfe527,39693f661154ab6ff4dfebbf107643cf,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 03:45:00,17.7,14.514,60f152b61b5f550ec19b07a81c7bf477,syn_v1,2026-03-06 02:13:39.706962,SYN
92,e7b39405255ec5841088f6663359fb00,4d312e7ec411692d4b12358b56ca02a3,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 05:00:00,32.78,20.9792,797eaff04f4896c6218e9325db9df58e,syn_v1,2026-03-06 02:13:39.706962,SYN
93,413e2baff151d8d4c537680d7d05316e,f0d78868da75f9bf4b20dde8c07a9ce1,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 04:45:00,21.05,15.156,aa75b70fde39a9576176580aee6f217b,syn_v1,2026-03-06 02:13:39.706962,SYN
94,291614fc894042ffde48370a464eddb8,bb5d3837bd63b111e7d3a744843ba692,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 05:45:00,16.16,12.6048,4bd01031374c419763a1b0b88e7427c9,syn_v1,2026-03-06 02:13:39.706962,SYN
95,e1eeb625e5a4a6426698339fb189e9e2,1aeb0be34e225ed98d8a6ccea67311aa,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 05:45:00,38.69,26.6961,fc01015d39ded9d74e59f1a3c9cedbba,syn_v1,2026-03-06 02:13:39.706962,SYN
96,f7f70ccab084c8c5d8b96b87dc86d5f9,7a7393f56969bf15cbef4ff1b58b29e5,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 03:00:00,23.97,19.6554,973a3056b94f1749430a7f2ba9569883,syn_v1,2026-03-06 02:13:39.706962,SYN
97,7efaf4ff4c6611946b347d2367bcb807,a721b0700153183ae83e8caecd243e74,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 04:45:00,7.75,4.96,965ec179ce4cecf84aad423c0985d743,syn_v1,2026-03-06 02:13:39.706962,SYN
98,f1b3d8912e2bd9ddb0f335583d2152cb,f4c719f5ac321dd3e5354da9c52c6c58,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 05:15:00,11.29,8.1288,55a9d9cedcfe1487deaf4fba247e9d5b,syn_v1,2026-03-06 02:13:39.706962,SYN
99,1a633a890bb61427286485ce2336b11e,3283f4bd0612b3be196141ee1f2f0754,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 05:30:00,7.58,5.9124,b090fe1a5f551816e06f090a277fd647,syn_v1,2026-03-06 02:13:39.706962,SYN
